arm,opponent,game_index,seat,outcome,end_reason,turns,candidate_prize_remaining,opponent_prize_remaining
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,63,second,loss,PRIZES,172,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,64,first,loss,PRIZES,195,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,65,second,loss,PRIZES,125,5,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,66,first,win,PRIZES,159,0,2
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,67,second,loss,NO_BENCH,97,5,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,68,first,win,PRIZES,147,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,69,second,loss,PRIZES,137,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,70,first,loss,PRIZES,150,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,71,second,win,NO_BENCH,27,5,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,72,first,win,PRIZES,116,0,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,73,second,win,PRIZES,169,0,2
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,74,first,win,PRIZES,177,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,75,second,win,PRIZES,149,0,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,76,first,loss,PRIZES,180,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,77,second,win,PRIZES,162,0,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,78,first,win,PRIZES,172,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,79,second,win,PRIZES,170,0,2
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,80,first,win,PRIZES,174,0,2
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,81,second,loss,PRIZES,177,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,82,first,win,PRIZES,174,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,83,second,loss,PRIZES,153,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,84,first,win,PRIZES,116,0,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,85,second,win,PRIZES,171,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,86,first,win,PRIZES,152,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,87,second,win,PRIZES,172,0,3
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,88,first,win,PRIZES,146,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,89,second,win,PRIZES,186,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,90,first,win,PRIZES,204,0,3
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,91,second,loss,PRIZES,202,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,92,first,win,PRIZES,178,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,93,second,loss,PRIZES,139,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,94,first,win,PRIZES,176,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,95,second,win,PRIZES,178,0,2
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,96,first,loss,PRIZES,138,4,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,97,second,win,PRIZES,168,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,98,first,win,PRIZES,143,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,99,second,win,PRIZES,151,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,100,first,loss,PRIZES,147,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,101,second,loss,PRIZES,153,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,102,first,loss,PRIZES,132,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,103,second,loss,PRIZES,172,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,104,first,loss,PRIZES,175,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,105,second,loss,PRIZES,123,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,106,first,loss,PRIZES,147,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,107,second,win,PRIZES,134,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,108,first,loss,PRIZES,152,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,109,second,loss,PRIZES,159,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,110,first,win,PRIZES,164,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,111,second,win,PRIZES,149,0,3
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,112,first,win,NO_BENCH,112,1,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,113,second,win,PRIZES,124,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,114,first,loss,PRIZES,179,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,115,second,loss,PRIZES,175,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,116,first,win,PRIZES,212,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,117,second,loss,PRIZES,202,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,118,first,loss,PRIZES,189,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,119,second,win,PRIZES,146,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,120,first,win,PRIZES,147,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,121,second,win,PRIZES,171,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,122,first,loss,PRIZES,161,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,123,second,win,PRIZES,144,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,124,first,win,PRIZES,145,0,2
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,125,second,win,PRIZES,156,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,126,first,win,PRIZES,184,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,127,second,win,PRIZES,142,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,128,first,win,PRIZES,186,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,129,second,loss,PRIZES,145,4,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,130,first,win,PRIZES,171,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,131,second,loss,PRIZES,150,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,132,first,loss,PRIZES,128,4,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,133,second,win,PRIZES,144,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,134,first,win,PRIZES,180,0,3
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,135,second,loss,PRIZES,183,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,136,first,win,PRIZES,208,0,2
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,137,second,loss,PRIZES,130,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,138,first,win,PRIZES,125,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,139,second,loss,PRIZES,130,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,140,first,win,NO_BENCH,36,5,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,141,second,win,PRIZES,159,0,2
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,142,first,loss,PRIZES,147,5,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,143,second,loss,PRIZES,156,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,144,first,loss,PRIZES,169,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,145,second,loss,PRIZES,167,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,146,first,loss,PRIZES,145,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,147,second,win,PRIZES,140,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,148,first,loss,PRIZES,178,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,149,second,win,PRIZES,164,0,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,150,first,win,PRIZES,108,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,151,second,loss,PRIZES,120,5,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,152,first,win,PRIZES,157,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,153,second,win,PRIZES,160,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,154,first,loss,PRIZES,165,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,155,second,win,PRIZES,177,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,156,first,win,NO_BENCH,80,3,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,157,second,loss,PRIZES,197,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,158,first,loss,PRIZES,186,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,159,second,win,PRIZES,185,0,3
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,160,first,win,PRIZES,161,0,2
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,161,second,win,PRIZES,167,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,162,first,win,PRIZES,117,0,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,163,second,loss,PRIZES,144,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,164,first,win,PRIZES,165,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,165,second,win,PRIZES,178,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,166,first,win,PRIZES,171,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,167,second,win,PRIZES,153,0,2
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,168,first,win,PRIZES,136,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,169,second,loss,PRIZES,121,6,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,170,first,loss,PRIZES,162,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,171,second,win,PRIZES,179,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,172,first,loss,PRIZES,186,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,173,second,loss,PRIZES,161,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,174,first,loss,NO_BENCH,123,5,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,175,second,win,PRIZES,154,0,3
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,176,first,loss,PRIZES,139,4,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,177,second,win,PRIZES,185,0,2
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,178,first,win,PRIZES,140,0,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,179,second,win,PRIZES,156,0,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,180,first,loss,NO_BENCH,65,5,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,181,second,loss,PRIZES,148,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,182,first,win,PRIZES,137,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,183,second,loss,PRIZES,160,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,184,first,loss,PRIZES,168,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,185,second,win,PRIZES,210,0,2
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,186,first,loss,PRIZES,174,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,187,second,win,NO_BENCH,105,2,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,188,first,win,PRIZES,152,0,2
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,189,second,win,PRIZES,181,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,190,first,win,PRIZES,168,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,191,second,win,PRIZES,128,0,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,192,first,win,PRIZES,142,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,193,second,loss,PRIZES,128,5,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,194,first,loss,PRIZES,94,5,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,195,second,loss,PRIZES,151,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,196,first,win,PRIZES,182,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,197,second,loss,PRIZES,176,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,198,first,loss,PRIZES,168,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,199,second,win,PRIZES,148,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,200,first,win,PRIZES,145,0,3
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,201,second,win,NO_BENCH,25,5,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,202,first,win,PRIZES,187,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,203,second,win,PRIZES,154,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,204,first,win,PRIZES,179,0,3
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,205,second,loss,PRIZES,133,4,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,206,first,win,PRIZES,164,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,207,second,win,PRIZES,130,0,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,208,first,loss,PRIZES,144,5,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,209,second,loss,PRIZES,181,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,210,first,win,PRIZES,204,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,212,first,win,NO_BENCH,83,3,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,211,second,loss,PRIZES,202,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,213,second,loss,PRIZES,171,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,214,first,win,PRIZES,156,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,215,second,win,PRIZES,145,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,216,first,win,PRIZES,155,0,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,217,second,win,PRIZES,179,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,218,first,loss,NO_BENCH,91,6,3
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,219,second,win,PRIZES,153,0,2
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,221,second,win,PRIZES,153,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,220,first,loss,PRIZES,152,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,222,first,loss,PRIZES,160,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,224,first,win,PRIZES,157,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,223,second,win,PRIZES,158,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,225,second,loss,PRIZES,151,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,226,first,win,PRIZES,144,0,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,227,second,win,PRIZES,147,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,228,first,loss,PRIZES,165,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,229,second,loss,NO_BENCH,66,5,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,230,first,win,PRIZES,162,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,231,second,loss,PRIZES,149,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,232,first,win,PRIZES,150,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,233,second,loss,PRIZES,96,6,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,234,first,win,NO_BENCH,116,1,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,235,second,loss,PRIZES,133,4,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,236,first,win,PRIZES,192,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,237,second,win,PRIZES,166,0,3
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,238,first,win,PRIZES,178,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,239,second,loss,PRIZES,144,4,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,240,first,win,NO_BENCH,110,1,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,241,second,loss,PRIZES,141,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,242,first,win,PRIZES,170,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,243,second,loss,PRIZES,123,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,244,first,loss,PRIZES,195,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,245,second,loss,PRIZES,165,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,246,first,loss,PRIZES,170,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,247,second,win,PRIZES,183,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,248,first,win,PRIZES,199,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,249,second,loss,PRIZES,177,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,250,first,win,PRIZES,159,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,251,second,win,PRIZES,201,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,252,first,loss,PRIZES,124,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,253,second,loss,PRIZES,117,5,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,254,first,win,PRIZES,184,0,2
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,255,second,loss,PRIZES,118,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,256,first,loss,PRIZES,173,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,257,second,win,PRIZES,162,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,258,first,loss,PRIZES,197,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,259,second,loss,PRIZES,144,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,260,first,win,PRIZES,177,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,261,second,loss,PRIZES,131,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,263,second,win,NO_BENCH,16,5,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,262,first,win,PRIZES,166,0,2
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,264,first,loss,PRIZES,157,4,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,265,second,win,PRIZES,161,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,266,first,win,PRIZES,147,0,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,267,second,loss,PRIZES,141,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,268,first,loss,PRIZES,154,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,269,second,win,PRIZES,168,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,270,first,loss,PRIZES,134,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,271,second,loss,PRIZES,170,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,272,first,win,PRIZES,167,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,273,second,win,PRIZES,194,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,274,first,win,PRIZES,142,0,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,275,second,win,PRIZES,169,0,2
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,276,first,win,PRIZES,152,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,277,second,loss,PRIZES,174,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,278,first,win,PRIZES,188,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,279,second,loss,PRIZES,229,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,280,first,win,PRIZES,165,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,281,second,win,PRIZES,112,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,282,first,win,PRIZES,129,0,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,284,first,win,NO_BENCH,100,1,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,283,second,loss,PRIZES,156,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,285,second,loss,PRIZES,159,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,286,first,win,NO_BENCH,29,5,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,287,second,loss,PRIZES,115,4,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,288,first,win,PRIZES,204,0,3
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,289,second,loss,PRIZES,160,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,290,first,win,PRIZES,152,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,291,second,loss,PRIZES,182,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,292,first,win,PRIZES,159,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,293,second,win,PRIZES,153,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,294,first,loss,PRIZES,172,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,295,second,loss,PRIZES,107,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,296,first,win,PRIZES,132,0,2
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,297,second,loss,PRIZES,120,4,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,298,first,win,PRIZES,168,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,299,second,loss,NO_BENCH,87,5,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,300,first,win,NO_BENCH,17,5,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,301,second,loss,PRIZES,144,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,302,first,win,PRIZES,189,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,303,second,loss,PRIZES,155,5,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,305,second,loss,PRIZES,142,2,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,304,first,win,PRIZES,175,0,2
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,306,first,win,PRIZES,150,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,307,second,win,PRIZES,144,0,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,308,first,loss,PRIZES,172,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,309,second,win,PRIZES,135,0,2
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,311,second,win,PRIZES,191,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,310,first,loss,PRIZES,180,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,312,first,win,PRIZES,142,0,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,314,first,win,PRIZES,120,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,313,second,loss,PRIZES,184,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,315,second,loss,PRIZES,150,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,316,first,win,PRIZES,183,0,3
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,317,second,win,PRIZES,152,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,318,first,loss,PRIZES,101,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,319,second,loss,PRIZES,149,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,320,first,win,PRIZES,172,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,321,second,loss,PRIZES,136,4,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,322,first,win,PRIZES,115,0,6
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,323,second,win,PRIZES,115,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,324,first,loss,PRIZES,154,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,325,second,loss,NO_BENCH,38,6,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,326,first,win,PRIZES,151,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,327,second,loss,PRIZES,147,5,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,328,first,win,PRIZES,176,0,1
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,329,second,win,PRIZES,159,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,330,first,loss,PRIZES,162,3,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,331,second,win,PRIZES,134,0,2
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,332,first,loss,PRIZES,161,1,0
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,333,second,win,PRIZES,145,0,3
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,334,first,win,PRIZES,162,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,335,second,win,PRIZES,129,0,5
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,336,first,win,PRIZES,154,0,4
CHAMPION,tb_f2e2c18d_grimmsnarl_bc_alias,337,second,loss,NO_BENCH,81,5,2
