opponent,arm,game_index,seat,outcome
tb_39927049_dedquoc_the-pok-mon-rule-based-engine,ON,588,first,win
tb_39927049_dedquoc_the-pok-mon-rule-based-engine,ON,589,second,win
tb_39927049_dedquoc_the-pok-mon-rule-based-engine,ON,590,first,win
tb_39927049_dedquoc_the-pok-mon-rule-based-engine,ON,591,second,win
tb_39927049_dedquoc_the-pok-mon-rule-based-engine,ON,592,first,win
tb_39927049_dedquoc_the-pok-mon-rule-based-engine,ON,593,second,win
tb_39927049_dedquoc_the-pok-mon-rule-based-engine,ON,594,first,win
tb_39927049_dedquoc_the-pok-mon-rule-based-engine,ON,595,second,win
tb_39927049_dedquoc_the-pok-mon-rule-based-engine,ON,596,first,win
tb_39927049_dedquoc_the-pok-mon-rule-based-engine,ON,597,second,win
tb_39927049_dedquoc_the-pok-mon-rule-based-engine,ON,598,first,win
tb_39927049_dedquoc_the-pok-mon-rule-based-engine,ON,599,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,0,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,1,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,2,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,3,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,4,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,5,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,6,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,7,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,8,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,9,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,10,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,11,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,12,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,13,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,14,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,15,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,16,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,17,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,18,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,19,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,20,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,21,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,22,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,23,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,24,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,25,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,26,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,27,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,28,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,29,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,30,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,31,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,32,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,33,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,34,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,35,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,36,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,37,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,38,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,39,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,40,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,41,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,42,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,43,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,44,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,45,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,46,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,47,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,48,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,49,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,50,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,51,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,52,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,53,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,54,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,55,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,56,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,57,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,58,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,59,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,60,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,61,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,62,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,63,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,64,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,65,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,66,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,67,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,68,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,69,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,70,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,71,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,72,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,73,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,74,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,75,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,76,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,77,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,78,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,79,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,80,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,81,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,82,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,83,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,84,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,85,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,86,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,87,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,88,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,89,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,90,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,91,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,92,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,93,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,94,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,95,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,96,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,97,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,98,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,99,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,100,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,101,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,102,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,103,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,104,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,105,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,106,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,107,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,108,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,109,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,110,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,111,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,112,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,113,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,114,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,115,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,116,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,117,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,118,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,119,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,120,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,121,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,122,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,123,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,124,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,125,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,126,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,127,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,128,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,129,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,130,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,131,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,132,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,133,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,134,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,135,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,136,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,137,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,138,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,139,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,140,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,141,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,142,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,143,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,144,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,145,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,146,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,147,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,148,first,draw
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,149,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,150,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,151,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,152,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,153,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,154,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,155,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,156,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,157,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,158,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,159,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,160,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,161,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,162,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,163,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,164,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,165,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,166,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,167,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,168,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,169,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,170,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,171,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,172,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,173,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,174,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,175,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,176,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,177,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,178,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,179,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,180,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,181,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,182,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,183,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,184,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,185,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,186,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,187,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,188,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,189,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,190,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,191,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,192,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,193,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,194,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,195,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,196,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,197,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,198,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,199,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,200,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,201,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,202,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,203,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,204,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,205,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,206,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,207,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,208,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,209,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,210,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,211,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,212,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,213,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,214,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,215,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,216,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,217,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,218,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,219,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,220,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,221,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,222,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,223,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,224,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,225,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,226,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,227,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,228,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,229,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,230,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,231,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,232,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,233,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,234,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,235,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,236,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,237,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,238,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,239,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,240,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,241,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,242,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,243,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,244,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,245,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,246,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,247,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,248,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,249,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,250,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,251,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,252,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,253,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,254,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,255,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,256,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,257,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,258,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,259,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,260,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,261,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,262,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,263,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,264,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,265,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,266,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,267,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,268,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,269,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,270,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,271,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,272,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,273,second,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,274,first,win
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,275,second,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,276,first,loss
tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,OFF,277,second,loss
